test_id,wafer_id,die_id,equipment_id,test_station,process_corner,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,thermal_delta,dynamic_power,static_power,total_power,ambient_temperature,test_duration,test_cycle,result,defect_type
TST-000011,WFR-12,DIE-2844,EQP-102,STN-03,FS,1.2194,1.2048,46.7002,97.9145,11.6091,4.133,0.4407,2636.47,11.8482,0.8066,0.4248,2.517,27.61,2.61,54.7919,0.1194,54.91561,25,156.49,2,PASS,NORMAL
TST-000012,WFR-13,DIE-3507,EQP-104,STN-03,SF,1.1828,1.1554,45.6979,134.3927,13.1585,4.173,0.4647,2394.59,13.5133,0.867,0.4222,2.324,27.81,2.81,51.6164,0.15896,51.80074,25,145.26,5,PASS,NORMAL
TST-000013,WFR-14,DIE-4220,EQP-104,STN-02,TT,1.2086,1.1891,45.1324,98.5001,12.6802,4.2618,0.4223,2594.05,12.3443,0.8246,0.3991,2.251,28.61,3.61,53.5019,0.11905,53.61682,25,146.94,1,PASS,NORMAL
TST-000014,WFR-15,DIE-4933,EQP-104,STN-02,TT,1.1854,1.1745,43.5879,117.3539,12.9875,4.4507,0.4549,2413.63,13.2817,0.8561,0.4228,2.4347,27.25,2.25,50.3535,0.13911,50.49746,25,146.28,4,PASS,NORMAL
TST-000015,WFR-16,DIE-0646,EQP-105,STN-02,FF,1.2193,1.1925,41.5857,183.2531,12.8066,4.2881,0.4429,2757.3,11.6495,0.8275,0.4359,2.0299,28.95,3.95,50.1601,0.22344,50.42684,25,153.84,3,PASS,NORMAL
TST-000016,WFR-17,DIE-1309,EQP-102,STN-03,SS,1.1997,1.1878,45.0663,125.3926,12.1145,4.1699,0.4622,2305.69,12.9272,0.8297,0.4207,3.5915,27.28,2.28,59.1911,0.15043,59.35671,25,153.03,2,PASS,NORMAL
TST-000017,WFR-18,DIE-2022,EQP-103,STN-01,SF,1.2072,1.1882,45.9811,156.5742,12.8624,4.1411,0.448,2365.99,15.9712,0.9895,0.4081,-1.3824,27.55,2.55,54.6038,0.18902,54.85465,25,148.45,1,FAIL,TIMING_FAILURE
TST-000018,WFR-19,DIE-2735,EQP-101,STN-01,SF,1.178,1.164,42.6922,148.9125,12.612,4.3532,0.4594,2422.96,13.0434,0.7956,0.4258,2.6697,27.47,2.47,50.7552,0.17542,50.94939,25,150.79,5,PASS,NORMAL
TST-000019,WFR-20,DIE-3448,EQP-101,STN-01,SF,1.1967,1.1799,47.9386,229.0609,13.1925,4.0436,0.4508,2463.49,12.9627,0.8991,0.4467,2.3753,32.53,7.53,55.7866,0.27412,56.08717,25,154.74,5,FAIL,HIGH_LEAKAGE
TST-000020,WFR-01,DIE-4111,EQP-102,STN-01,TT,1.2126,1.1951,44.1955,132.8353,12.9022,4.0989,0.4485,2669.75,12.547,0.8813,0.4055,1.5544,26.65,1.65,52.7307,0.16108,52.90134,25,152.18,1,PASS,NORMAL
TST-000021,WFR-02,DIE-4824,EQP-103,STN-01,SS,1.1849,1.1648,45.5056,144.7355,12.2248,4.0334,0.4813,2206.94,14.1415,0.9095,0.396,3.0736,27.39,2.39,55.2618,0.1715,55.42464,25,145.67,1,PASS,NORMAL
TST-000022,WFR-03,DIE-0537,EQP-105,STN-01,SS,1.2052,1.1779,45.1163,116.6632,14.3148,4.7901,0.5384,2035.64,15.0164,0.8291,0.4435,3.8043,26.06,1.06,50.4108,0.1406,50.63174,25,153.94,4,FAIL,PROCESS_VARIATION
TST-000023,WFR-04,DIE-1250,EQP-101,STN-01,TT,1.1919,1.1608,50.2226,192.4553,12.4544,4.2643,0.434,2571.66,12.521,0.8508,0.4152,2.1824,37.15,12.15,50.0159,0.22939,50.26713,25,150.67,1,FAIL,HIGH_LEAKAGE
TST-000024,WFR-05,DIE-1913,EQP-103,STN-03,FS,1.2026,1.1834,46.4235,130.7779,12.2683,4.338,0.4628,2496.58,12.7125,0.8553,0.4118,2.4541,27.37,2.37,50.4528,0.15727,50.58244,25,148.86,4,PASS,NORMAL
TST-000025,WFR-06,DIE-2626,EQP-101,STN-02,FF,1.2215,1.2074,45.0423,151.8905,12.4243,4.1858,0.4269,2801.36,10.8197,0.8501,0.4374,2.609,28.44,3.44,56.4258,0.18553,56.58516,25,155.61,2,PASS,NORMAL
TST-000026,WFR-07,DIE-3339,EQP-104,STN-01,FS,1.1843,1.1644,46.2054,75.5954,12.7907,4.2013,0.4384,2519.14,13.1669,0.8625,0.4374,1.849,32.7,7.7,53.4984,0.08953,53.55589,25,150.42,2,FAIL,THERMAL_ANOMALY
TST-000027,WFR-08,DIE-4002,EQP-103,STN-01,SS,1.2052,1.1888,46.676,137.3861,12.4639,3.9606,0.4751,2367.51,13.7475,0.891,0.3985,2.2569,26.16,1.16,55.8301,0.16558,56.05183,25,150.51,5,PASS,NORMAL
TST-000028,WFR-09,DIE-4715,EQP-102,STN-03,FF,1.2181,1.1865,45.9951,139.3441,11.83,4.1985,0.4478,2764.88,11.6571,0.8308,0.4055,1.9793,26.12,1.12,59.0407,0.16974,59.20133,25,154.12,4,PASS,NORMAL
TST-000029,WFR-10,DIE-0428,EQP-103,STN-02,FS,1.196,1.1715,44.8591,145.9738,12.8123,4.1562,0.4469,2452.21,12.3211,0.8212,0.4373,3.1695,27.29,2.29,53.1606,0.17458,53.34777,25,144.9,3,PASS,NORMAL
TST-000030,WFR-11,DIE-1141,EQP-102,STN-04,FF,1.2071,1.1885,45.5529,138.7176,13.401,4.0753,0.4522,2634.07,11.6522,0.8104,0.4118,2.723,27.35,2.35,52.9664,0.16745,53.14333,25,150.85,3,PASS,NORMAL
TST-000031,WFR-12,DIE-1804,EQP-103,STN-02,TT,1.2185,1.2053,47.2404,157.6321,12.5987,4.2462,0.4629,2573.44,12.3996,0.8167,0.4066,2.3271,27.97,2.97,54.602,0.19207,54.77026,25,148.47,3,PASS,NORMAL
TST-000032,WFR-13,DIE-2517,EQP-103,STN-02,TT,1.1654,1.1363,45.3151,142.5163,12.7337,4.1788,0.4497,2419.3,13.3089,0.792,0.4203,2.4328,29.81,4.81,51.2515,0.16609,51.34221,25,144.12,2,FAIL,HIGH_LEAKAGE
TST-000033,WFR-14,DIE-3230,EQP-102,STN-03,FF,1.2059,1.1829,45.4423,154.4889,12.2733,4.3324,0.4444,2700.64,11.3257,0.8948,0.4238,2.5908,25.18,0.18,56.4836,0.1863,56.74749,25,150.55,5,PASS,NORMAL
TST-000034,WFR-15,DIE-3943,EQP-105,STN-03,SF,1.1664,1.1394,43.7844,131.4231,12.2852,4.2369,0.4641,2341.04,12.9257,0.8932,0.4097,3.2675,27.37,2.37,53.4489,0.15329,53.55887,25,155.69,3,FAIL,LOW_VOLTAGE
TST-000035,WFR-16,DIE-4606,EQP-104,STN-04,FS,1.2082,1.1878,46.3837,133.1968,12.9521,4.2861,0.4574,2489.78,12.3376,0.9322,0.4125,2.7959,28.04,3.04,55.1818,0.16093,55.32243,25,151.82,4,PASS,NORMAL
TST-000036,WFR-17,DIE-0319,EQP-103,STN-01,SS,1.2209,1.198,47.8506,113.3147,12.5362,4.4501,0.4419,2516.39,11.7711,0.8225,0.4131,3.3022,25.67,0.67,64.0166,0.13835,64.18076,25,141.58,2,PASS,NORMAL
TST-000037,WFR-18,DIE-1032,EQP-105,STN-04,TT,1.1883,1.165,43.0382,136.653,12.252,4.1939,0.4375,2511.44,12.387,0.859,0.4269,2.6811,27.21,2.21,57.8154,0.16238,57.91002,25,141.37,3,PASS,NORMAL
TST-000038,WFR-19,DIE-1745,EQP-102,STN-04,TT,1.2128,1.1861,44.9973,121.3273,12.7949,4.2839,0.4248,2643.69,12.4007,0.8497,0.4027,1.88,26.71,1.71,54.792,0.14715,54.94418,25,153.07,5,PASS,NORMAL
TST-000039,WFR-20,DIE-2408,EQP-104,STN-03,FS,1.1937,1.1718,44.6809,114.3808,12.8502,4.3241,0.4526,2495.94,12.6634,0.891,0.3878,2.4716,25.79,0.79,56.2365,0.13654,56.30386,25,147.21,1,PASS,NORMAL
TST-000040,WFR-01,DIE-3121,EQP-105,STN-04,TT,1.2219,1.1974,47.2577,130.2462,11.8696,4.2154,0.4345,2637.54,11.7162,0.8277,0.4363,2.6217,27.41,2.41,57.318,0.15915,57.45771,25,153.98,4,PASS,NORMAL
TST-000041,WFR-02,DIE-3834,EQP-103,STN-02,SS,1.1928,1.1728,43.444,139.7389,12.62,4.2727,0.4736,2276.11,13.5763,0.8455,0.434,3.152,27.8,2.8,55.5582,0.16668,55.62694,25,154.23,4,PASS,NORMAL
TST-000042,WFR-03,DIE-4547,EQP-104,STN-02,FF,1.1766,1.15,44.6257,145.7595,12.5096,4.3215,0.4338,2609.25,11.7432,0.8315,0.4177,2.7554,28.17,3.17,51.0736,0.1715,51.32529,25,147.95,5,PASS,NORMAL
TST-000043,WFR-04,DIE-0210,EQP-105,STN-02,FS,1.1708,1.15,44.1982,151.9499,12.2188,4.1449,0.4493,2375.2,12.992,0.7818,0.4315,3.0669,27.15,2.15,51.0903,0.1779,51.30495,25,150.79,5,PASS,NORMAL
TST-000044,WFR-05,DIE-0923,EQP-104,STN-02,SS,1.0425,1.0235,43.3307,123.1923,12.1225,4.1048,0.4416,2121.14,14.5385,0.8655,0.4064,3.4538,27.54,2.54,54.0561,0.12843,54.22195,25,148.98,2,FAIL,LOW_VOLTAGE
TST-000045,WFR-06,DIE-1636,EQP-102,STN-01,SF,1.2181,1.1975,47.3425,144.4102,12.5138,4.2131,0.4823,2459.19,12.9619,0.8905,0.4208,2.4131,28.04,3.04,56.6229,0.17591,56.82585,25,150.41,2,PASS,NORMAL
TST-000046,WFR-07,DIE-2349,EQP-101,STN-01,FS,1.185,1.1663,43.3771,134.1877,12.4548,4.2652,0.4497,2389.83,13.4,0.9038,0.4307,2.4338,28.09,3.09,50.9993,0.15901,51.20152,25,146.4,3,PASS,NORMAL
TST-000047,WFR-08,DIE-3012,EQP-102,STN-03,FF,1.1915,1.1642,44.3297,151.762,12.0226,4.1309,0.4525,2542.13,11.9838,0.8776,0.4137,2.8734,28.78,3.78,52.7771,0.18082,52.89786,25,147.06,5,PASS,NORMAL
TST-000048,WFR-09,DIE-3725,EQP-101,STN-02,TT,1.2183,1.1993,45.8346,136.774,13.0747,4.0649,0.4512,2572.93,12.062,0.8911,0.4139,2.5934,27.53,2.53,54.2063,0.16663,54.30251,25,147.93,5,PASS,NORMAL
TST-000049,WFR-10,DIE-4438,EQP-103,STN-03,FF,1.2154,1.1941,46.2941,142.7711,13.0403,4.0667,0.4713,2632.95,11.7591,0.8199,0.4289,2.6131,26.75,1.75,59.4424,0.17352,59.62421,25,156.58,5,PASS,NORMAL
TST-000050,WFR-11,DIE-0101,EQP-101,STN-02,TT,1.1949,1.1716,43.9287,114.7505,12.9932,4.273,0.4614,2502.32,12.7947,0.8814,0.4151,2.3091,28.11,3.11,50.2327,0.13712,50.41759,25,151.18,4,PASS,NORMAL
TST-000051,WFR-12,DIE-0814,EQP-101,STN-03,SF,1.2272,1.2103,45.1818,138.0444,12.6581,4.1177,0.4463,2589.12,12.0452,0.8329,0.4114,2.5712,26.67,1.67,59.226,0.16941,59.40838,25,156.65,5,PASS,NORMAL
TST-000052,WFR-13,DIE-1527,EQP-102,STN-01,FF,1.1994,1.188,43.5304,108.9677,12.9412,4.2183,0.4423,2707.73,11.6232,0.8381,0.4078,2.3112,27.76,2.76,53.3204,0.1307,53.48237,25,149.74,3,PASS,NORMAL
TST-000053,WFR-14,DIE-2240,EQP-101,STN-03,TT,1.1954,1.1688,42.7922,119.5906,12.5409,4.2019,0.4456,2464.62,13.5207,0.8344,0.4302,1.8746,26.92,1.92,52.926,0.14296,52.95557,25,142.9,2,PASS,NORMAL
TST-000054,WFR-15,DIE-2903,EQP-102,STN-04,TT,1.0734,1.0559,42.516,151.7845,12.7336,4.0886,0.4562,2289.62,13.8395,0.8871,0.4049,2.7435,28.17,3.17,57.8462,0.16293,57.86374,25,157.93,3,FAIL,LOW_VOLTAGE
TST-000055,WFR-16,DIE-3616,EQP-103,STN-01,SF,1.2015,1.1804,44.2664,126.3738,12.3265,4.2568,0.454,2449.86,12.7353,0.8835,0.4385,2.7087,27.42,2.42,50.5964,0.15184,50.77702,25,151.2,3,PASS,NORMAL
TST-000056,WFR-17,DIE-4329,EQP-105,STN-02,SS,1.2024,1.189,47.498,152.1528,12.8984,4.1631,0.4384,2465.49,12.7804,0.8963,0.44,2.5473,27.39,2.39,60.5085,0.18295,60.75036,25,152.07,3,PASS,NORMAL
TST-000057,WFR-18,DIE-5042,EQP-104,STN-04,TT,1.2008,1.1779,43.8232,137.4882,12.8266,4.0918,0.4547,2501.01,12.9153,0.8801,0.4298,2.1981,27.66,2.66,53.5325,0.1651,53.70389,25,149.5,2,PASS,NORMAL
TST-000058,WFR-19,DIE-0705,EQP-105,STN-01,FF,1.2032,1.1832,46.5042,145.541,12.7503,4.0295,0.4644,2645.42,11.5869,0.9082,0.3902,2.6254,27.08,2.08,56.5657,0.17511,56.76352,25,144.93,5,PASS,NORMAL
TST-000059,WFR-20,DIE-1418,EQP-101,STN-03,SF,1.2023,1.1776,44.3932,111.9231,12.5368,4.227,0.4392,2595.25,11.7525,0.8851,0.4047,2.7752,27.95,2.95,50.4562,0.13457,50.56512,25,151.29,2,PASS,NORMAL
TST-000060,WFR-01,DIE-2131,EQP-103,STN-02,FF,1.1962,1.1749,47.069,150.4818,12.9413,4.1688,0.445,2660.99,11.0601,0.8615,0.4438,3.1104,28.67,3.67,50.8017,0.18001,51.05515,25,146.28,5,PASS,NORMAL
TST-000061,WFR-02,DIE-2844,EQP-103,STN-01,FF,1.196,1.1723,45.8756,144.0841,12.3396,4.1502,0.4629,2613.5,11.9016,0.8362,0.4164,2.5673,26.09,1.09,56.9492,0.17232,57.07131,25,144.39,3,PASS,NORMAL
TST-000062,WFR-03,DIE-3507,EQP-102,STN-01,FF,1.199,1.1816,48.1372,162.1767,12.5174,3.9485,0.4483,2584.62,11.1274,0.8491,0.4124,3.4997,26.89,1.89,52.4357,0.19445,52.66129,25,146.6,5,PASS,NORMAL
TST-000063,WFR-04,DIE-4220,EQP-102,STN-01,TT,1.2185,1.1935,46.4402,140.659,13.1737,4.2688,0.4524,2573.1,12.2697,0.8112,0.4214,2.4646,32.39,7.39,65.4211,0.17139,65.63575,25,153.71,5,FAIL,POWER_ANOMALY
TST-000064,WFR-05,DIE-4933,EQP-103,STN-01,FS,1.2106,1.1903,44.4041,127.7686,12.3145,4.1509,0.4377,2566.88,11.9788,0.7763,0.437,2.828,28.34,3.34,54.6056,0.15468,54.83667,25,149.23,3,PASS,NORMAL
TST-000065,WFR-06,DIE-0646,EQP-102,STN-03,TT,1.2064,1.1844,46.4708,105.9739,12.6118,4.3047,0.4629,2490.42,12.5142,0.8652,0.4152,2.6821,26.4,1.4,53.1073,0.12785,53.24812,25,148.07,3,PASS,NORMAL
TST-000066,WFR-07,DIE-1309,EQP-101,STN-03,SF,1.1862,1.1662,44.9726,82.2443,12.4534,4.026,0.4461,2444.55,12.761,0.8192,0.4388,2.7827,27.86,2.86,55.9193,0.09756,55.9604,25,149.6,1,PASS,NORMAL
TST-000067,WFR-08,DIE-2022,EQP-101,STN-04,TT,1.1927,1.1681,45.3123,150.1062,14.161,4.546,0.4504,2405.16,11.8356,0.8884,0.4018,3.9069,28.49,3.49,55.6489,0.17903,55.84836,25,156.8,4,PASS,NORMAL
TST-000068,WFR-09,DIE-2735,EQP-105,STN-04,SF,1.2129,1.1903,45.6477,116.6658,12.6793,4.2706,0.436,2583.2,13.0348,0.818,0.3942,1.6319,27.09,2.09,53.5437,0.1415,53.66599,25,152.84,3,PASS,NORMAL
TST-000069,WFR-10,DIE-3448,EQP-104,STN-02,SS,1.2103,1.1808,45.7605,138.7706,12.6715,4.1413,0.4754,2431.47,13.221,0.819,0.4058,2.411,27.66,2.66,53.8837,0.16795,53.98302,25,145.41,1,PASS,NORMAL
TST-000070,WFR-11,DIE-4111,EQP-101,STN-02,FF,1.211,1.1907,47.6644,159.8252,12.8126,4.2754,0.4562,2631.76,11.6899,0.8307,0.4126,2.6784,26.99,1.99,56.708,0.19355,56.86851,25,150.81,3,PASS,NORMAL
TST-000071,WFR-12,DIE-4824,EQP-104,STN-01,SS,1.2094,1.1939,44.9521,113.732,12.6258,4.4307,0.4801,2350.17,13.4783,0.8646,0.4515,2.6771,27.65,2.65,52.0387,0.13755,52.23322,25,149.19,5,PASS,NORMAL
TST-000072,WFR-13,DIE-0537,EQP-105,STN-03,FS,1.2176,1.2,45.5223,118.5747,13.1432,4.0999,0.4458,2568.02,12.4194,0.8005,0.4404,2.3563,27.36,2.36,55.578,0.14438,55.68705,25,151.3,1,PASS,NORMAL
TST-000073,WFR-14,DIE-1250,EQP-101,STN-03,SF,1.2167,1.2048,46.8361,155.9716,12.6333,4.3158,0.4573,2481,11.6541,0.8594,0.4227,3.609,28.58,3.58,55.0774,0.18977,55.27151,25,158.04,1,PASS,NORMAL
TST-000074,WFR-15,DIE-1913,EQP-105,STN-01,FF,1.2026,1.1801,43.3465,155.0048,12.7988,4.2038,0.4204,2709.98,11.6307,0.8341,0.4047,2.2955,28.08,3.08,56.262,0.18641,56.46197,25,143.58,1,PASS,NORMAL
TST-000075,WFR-16,DIE-2626,EQP-101,STN-02,SS,1.2083,1.1853,53.0255,169.6618,11.7471,4.1168,0.4686,2414.18,12.3894,0.848,0.4076,3.3314,32.2,7.2,61.4403,0.205,61.71935,25,143.19,3,FAIL,HIGH_LEAKAGE
TST-000076,WFR-17,DIE-3339,EQP-105,STN-03,FF,1.2333,1.2099,45.7609,113.5673,12.9442,4.0465,0.4469,2820.42,11.3931,0.8746,0.4186,1.9146,27.11,2.11,56.0492,0.14006,56.13737,25,159.11,5,PASS,NORMAL
TST-000077,WFR-18,DIE-4002,EQP-105,STN-04,FS,1.1957,1.1768,45.9898,114.2881,11.2091,4.3121,0.4404,2486.18,12.2071,0.867,0.4098,3.0148,27.5,2.5,54.7373,0.13665,54.8944,25,154.57,4,PASS,NORMAL
TST-000078,WFR-19,DIE-4715,EQP-103,STN-04,FS,1.1949,1.1651,44.8111,135.0331,12.0269,4.3257,0.4418,2559.44,12.3284,0.8412,0.4261,2.4588,26.93,1.93,53.2453,0.16135,53.33609,25,152.23,3,PASS,NORMAL
TST-000079,WFR-20,DIE-0428,EQP-103,STN-04,FF,1.1816,1.1658,44.9482,133.2374,12.59,4.2326,0.4438,2629.1,12.006,0.8248,0.4051,2.3835,27.39,2.39,49.8674,0.15743,50.09701,25,158.28,1,PASS,NORMAL
TST-000080,WFR-01,DIE-1141,EQP-102,STN-04,TT,1.1802,1.1589,45.8562,137.4739,12.9466,3.9715,0.4465,2349.63,12.7982,0.8753,0.4304,3.3505,26.8,1.8,49.2157,0.16225,49.41156,25,153.9,5,PASS,NORMAL
TST-000081,WFR-02,DIE-1804,EQP-103,STN-03,SF,1.2097,1.1913,47.2693,142.5513,12.6137,4.2491,0.4469,2492.69,12.1235,0.8465,0.4256,3.0769,28.41,3.41,56.9535,0.17244,57.14644,25,146.55,1,PASS,NORMAL
TST-000082,WFR-03,DIE-2517,EQP-103,STN-02,SF,1.1952,1.1754,43.8566,122.608,12.4733,4.1852,0.4622,2247.05,15.9939,0.9179,0.4258,-0.1156,29.29,4.29,53.1796,0.14654,53.27033,25,151.24,1,FAIL,TIMING_FAILURE
TST-000083,WFR-04,DIE-3230,EQP-104,STN-02,TT,1.1796,1.167,45.8584,148.4834,12.2041,4.2802,0.4225,2480.81,11.7023,0.8644,0.4201,3.5571,27.78,2.78,52.7219,0.17515,52.94994,25,146.03,4,PASS,NORMAL
TST-000084,WFR-05,DIE-3943,EQP-103,STN-01,TT,1.1888,1.1724,44.9397,105.999,12.8094,4.2716,0.4548,2429.48,12.4571,0.8739,0.4428,3.1334,27.86,2.86,52.498,0.12601,52.65412,25,150.44,2,PASS,NORMAL
TST-000085,WFR-06,DIE-4606,EQP-102,STN-01,FF,1.2176,1.1905,44.024,129.8743,12.0451,4.173,0.4525,2730.72,11.5434,0.8605,0.445,2.2443,26.18,1.18,55.1918,0.15813,55.32014,25,148.27,3,PASS,NORMAL
TST-000086,WFR-07,DIE-0319,EQP-105,STN-01,FF,1.1649,1.1425,42.6999,118.6142,12.6082,4.2508,0.4291,2597.18,12.3567,0.8859,0.4424,2.1587,27.48,2.48,54.9628,0.13817,55.05047,25,148.17,4,PASS,NORMAL
TST-000087,WFR-08,DIE-1032,EQP-104,STN-04,FF,1.1993,1.1787,46.6118,135.3417,12.4681,3.9917,0.4484,2630.27,11.556,0.8848,0.4146,2.7668,28.07,3.07,54.1934,0.16232,54.38015,25,149.45,5,PASS,NORMAL
TST-000088,WFR-09,DIE-1745,EQP-105,STN-04,SF,1.1996,1.1806,43.0202,98.7738,12.1955,4.3156,0.4656,2410.3,12.5549,0.8488,0.4059,3.1917,26.1,1.1,53.2124,0.11849,53.36592,25,149.38,1,PASS,NORMAL
TST-000089,WFR-10,DIE-2408,EQP-105,STN-02,SF,1.2539,1.2274,47.57,131.0234,12.74,3.9347,0.47,2590.45,11.9018,0.8588,0.4303,2.6807,26.45,1.45,57.524,0.16429,57.68837,25,150.39,3,PASS,NORMAL
TST-000090,WFR-11,DIE-3121,EQP-103,STN-01,SS,1.204,1.1809,44.3747,105.0379,12.1994,4.4846,0.4595,2474.55,12.7581,0.8459,0.4196,2.5606,27.61,2.61,58.207,0.12647,58.40164,25,151.72,4,PASS,NORMAL
TST-000091,WFR-12,DIE-3834,EQP-103,STN-03,FF,1.2074,1.1898,48.454,140.3406,12.2434,4.1827,0.4456,2652.25,11.3804,0.8163,0.415,2.8848,27.15,2.15,55.0979,0.16945,55.40159,25,148.01,3,PASS,NORMAL
TST-000092,WFR-13,DIE-4547,EQP-105,STN-02,SS,1.2115,1.1885,45.061,106.0528,12.6042,4.4512,0.4688,2388.39,12.7737,0.8771,0.4079,3.0969,26.83,1.83,54.5265,0.12848,54.61031,25,157.67,2,PASS,NORMAL
TST-000093,WFR-14,DIE-0210,EQP-105,STN-03,FS,1.1896,1.1775,46.2053,107.3307,12.3367,4.3499,0.4448,2428.04,12.3378,0.8717,0.4205,3.2647,27.84,2.84,52.334,0.12768,52.46521,25,148.6,3,PASS,NORMAL
TST-000094,WFR-15,DIE-0923,EQP-101,STN-02,FF,1.1932,1.165,43.9878,145.5669,12.6234,4.1868,0.461,2542.96,11.7362,0.8683,0.3922,3.1252,27.64,2.64,51.152,0.17369,51.37376,25,150.84,2,PASS,NORMAL
TST-000095,WFR-16,DIE-1636,EQP-105,STN-04,SS,1.2215,1.1958,46.7487,157.4464,13.173,4.5556,0.5081,2244.43,13.7158,0.8608,0.4303,3.2453,28.73,3.73,54.4564,0.19232,54.64357,25,156.89,4,FAIL,PROCESS_VARIATION
TST-000096,WFR-17,DIE-2349,EQP-104,STN-04,SS,1.2192,1.1996,46.0986,129.7575,12.8546,4.2428,0.4881,2345.67,13.0593,0.8575,0.4054,3.1359,28.42,3.42,55.4128,0.1582,55.52496,25,152.12,3,FAIL,PROCESS_VARIATION
TST-000097,WFR-18,DIE-3012,EQP-104,STN-03,SF,1.1884,1.1585,44.9181,139.307,12.4158,4.3858,0.4438,2439.39,12.5086,0.818,0.4199,3.0709,26.51,1.51,48.9044,0.16555,49.05446,25,147.67,5,PASS,NORMAL
TST-000098,WFR-19,DIE-3725,EQP-104,STN-01,TT,1.1737,1.1419,43.979,150.6345,12.8472,4.0563,0.4406,2432.84,12.5933,0.8786,0.4184,2.9698,28.23,3.23,50.5009,0.1768,50.72421,25,150.26,5,PASS,NORMAL
TST-000099,WFR-20,DIE-4438,EQP-103,STN-02,FS,1.2106,1.1184,45.9279,126.0084,13.7111,4.163,0.4594,2520.84,12.9159,0.8361,0.4152,2.1157,27.56,2.56,57.2089,0.15255,57.36412,25,144.53,1,FAIL,EQUIPMENT_DRIFT
TST-000100,WFR-01,DIE-0101,EQP-104,STN-02,TT,1.2066,1.1858,43.1719,113.1767,12.6527,4.156,0.4621,2484.99,12.5304,0.7838,0.4138,2.7824,27.21,2.21,58.1895,0.13656,58.35988,25,147.54,2,PASS,NORMAL
TST-000101,WFR-02,DIE-0814,EQP-105,STN-03,SS,1.1707,1.1516,43.5088,115.6156,12.2525,4.179,0.4621,2301.65,13.1015,0.797,0.4032,3.4803,27.89,2.89,47.6324,0.13535,47.77763,25,148.14,4,PASS,NORMAL
TST-000102,WFR-03,DIE-1527,EQP-103,STN-02,SF,1.2006,1.1826,43.7871,142.3506,11.7126,4.2394,0.4505,2501.63,12.7805,0.8528,0.4158,2.3563,27.07,2.07,51.9011,0.17091,52.16572,25,147.92,5,PASS,NORMAL
