test_id,lot_id,wafer_id,die_id,equipment_id,test_station,test_cycle,burn_in_hour,die_row,die_col,r_norm,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,dynamic_power,total_power,test_duration,voltage_headroom,voltage_utilization,leakage_fraction,power_per_current,normalized_timing_margin,frequency_delay_product,thermal_delta,effective_drive_current,rc_delay,timing_slack,dynamic_power_per_freq,leakage_temperature_interaction,result,defect_type,is_anomaly,is_unknown_anomaly,is_borderline,is_latent,dataset_version,generator_version,source_type
TST-0000011,LOT-011,WFR-011-01,DIE-R10C10,EQP-105,STN-04,1,0.0,-20,-20,0.9428,1.1919,1.1538,46.3115,142.0315,13.0543,4.1045,0.4705,2419.82,12.5291,0.8795,0.4055,2.9222,25.07,55.8348,56.0114,149.29,0.7214,0.394748,0.003067,1.205636,0.233233,30.318167,0.07,46.169469,0.053581,1.6372,0.023074,3.56073,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000012,LOT-012,WFR-012-01,DIE-R17C23,EQP-105,STN-01,1,0.0,-13,-7,0.4922,1.2057,1.2006,42.3032,142.3642,13.331,4.3805,0.4368,2584.65,11.1822,0.8234,0.4158,3.4466,26.85,59.9013,60.1855,142.54,0.7689,0.362279,0.003365,1.415999,0.308222,28.902073,1.85,42.160836,0.058396,2.2074,0.023176,3.822479,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000013,LOT-013,WFR-013-01,DIE-R24C36,EQP-105,STN-02,1,0.0,-6,6,0.2828,1.2039,1.1835,47.5968,106.8375,13.9874,4.231,0.4699,2509.2,12.2244,0.8579,0.4019,2.6677,26.19,53.4146,53.5521,154.05,0.734,0.390315,0.002245,1.122231,0.218227,30.673464,1.19,47.489963,0.059181,1.4079,0.021288,2.798074,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000014,LOT-014,WFR-014-01,DIE-R31C49,EQP-105,STN-03,1,0.0,1,19,0.6342,1.2262,1.195,43.8373,125.051,13.3166,4.1171,0.4448,2510.22,11.9923,0.8166,0.424,3.1241,26.55,50.7142,50.785,147.33,0.7814,0.362747,0.002853,1.156873,0.260509,30.103311,1.55,43.712249,0.054826,1.8835,0.020203,3.320104,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000015,LOT-015,WFR-015-01,DIE-R38C02,EQP-105,STN-04,1,0.0,8,-28,0.9707,1.2087,1.1691,49.0199,140.228,13.5276,4.2678,0.482,2472.63,13.1609,0.8672,0.422,1.8279,27.29,52.7554,53.0037,152.85,0.7267,0.398776,0.002861,1.076204,0.138889,32.542036,2.29,48.879672,0.057733,0.5387,0.021336,3.826822,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000016,LOT-016,WFR-016-01,DIE-R45C15,EQP-105,STN-01,1,0.0,15,-15,0.7071,1.1834,1.1583,48.9695,129.7157,12.5289,4.1059,0.4539,2652.38,12.0805,0.786,0.4295,2.0168,27.1,56.3016,56.4007,152.63,0.7295,0.383556,0.002649,1.149728,0.166947,32.042077,2.1,48.839784,0.051442,0.8013,0.021227,3.515295,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000017,LOT-017,WFR-017-01,DIE-R52C28,EQP-105,STN-02,1,0.0,22,-2,0.7364,1.2096,1.1569,46.212,108.4601,13.1789,4.5457,0.4531,2491.5,12.1193,0.8322,0.4139,2.9424,27.18,57.7457,57.8653,151.11,0.7565,0.374587,0.002347,1.249582,0.242786,30.195236,2.18,46.10354,0.059907,1.6963,0.023177,2.947946,PASS,PROCESS_VARIATION,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000018,LOT-018,WFR-018-01,DIE-R59C41,EQP-105,STN-03,1,0.0,29,11,1.0,1.1804,1.2051,44.1972,157.1039,12.0515,4.2207,0.4563,2391.0,12.6707,0.8417,0.3868,3.3366,25.5,51.0467,51.3303,149.11,0.7241,0.386564,0.003555,1.154976,0.263332,30.295644,0.5,44.040096,0.050866,2.1081,0.02135,4.006149,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000019,LOT-019,WFR-019-01,DIE-R06C54,EQP-105,STN-04,1,0.0,-24,24,1.0,1.1878,1.1642,45.7499,137.307,12.437,4.3986,0.4634,2481.31,12.3832,0.8052,0.4014,2.9887,26.53,53.2254,53.3248,151.45,0.7244,0.390133,0.003001,1.163399,0.241351,30.726558,1.53,45.612593,0.054705,1.7821,0.021451,3.642755,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000020,LOT-020,WFR-020-01,DIE-R13C07,EQP-105,STN-01,1,0.0,-17,-23,0.9534,1.1764,1.1705,43.9389,163.3326,11.9581,4.2065,0.4684,2436.04,12.2834,0.8571,0.41,3.3469,25.69,53.9051,54.0671,158.75,0.708,0.398164,0.003717,1.22682,0.272473,29.922854,0.69,43.775567,0.050302,2.0798,0.022128,4.196014,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000021,LOT-001,WFR-001-02,DIE-R20C20,EQP-105,STN-02,1,0.0,-10,-10,0.4714,1.2079,1.1748,48.9898,117.5862,12.4908,4.2451,0.4281,2744.93,11.8024,0.8152,0.4313,1.8632,26.39,58.5108,58.6103,143.68,0.7798,0.354417,0.0024,1.194347,0.157866,32.396762,1.39,48.872214,0.053025,0.6167,0.021316,3.1031,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000022,LOT-002,WFR-002-02,DIE-R27C33,EQP-105,STN-03,1,0.0,-3,3,0.1414,1.2034,1.1597,40.0548,113.9108,11.3726,4.07,0.4429,2488.96,12.3283,0.8422,0.4256,3.4676,27.06,51.0327,51.1871,150.04,0.7605,0.368041,0.002844,1.274072,0.281272,30.684646,2.06,39.940889,0.046286,2.1998,0.020504,3.082426,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000023,LOT-003,WFR-003-02,DIE-R34C46,EQP-105,STN-04,1,0.0,4,16,0.5497,1.2201,1.1546,49.322,106.5263,12.2532,4.2738,0.4615,2414.32,12.4699,0.8714,0.4256,3.3169,25.77,52.4805,52.6681,152.58,0.7586,0.378248,0.00216,1.064038,0.265993,30.106329,0.77,49.215474,0.052368,2.0199,0.021737,2.745183,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000024,LOT-004,WFR-004-02,DIE-R41C59,EQP-105,STN-01,1,0.0,11,29,1.0,1.2092,1.1445,45.5262,150.1651,13.0726,4.0807,0.4837,2305.68,12.4677,0.8258,0.4291,3.8921,27.08,50.1659,50.2357,152.92,0.7255,0.400017,0.003298,1.101913,0.312175,28.746527,2.08,45.376035,0.053345,2.6372,0.021758,4.066471,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000025,LOT-005,WFR-005-02,DIE-R48C12,EQP-105,STN-02,1,0.0,18,-18,0.8485,1.1837,1.2155,46.688,135.7005,11.1772,4.1824,0.4439,2493.44,12.0211,0.8765,0.4344,3.1817,26.07,54.4996,54.65,143.89,0.7398,0.375011,0.002907,1.167315,0.264676,29.973892,1.07,46.5523,0.046748,1.8708,0.021857,3.537712,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000026,LOT-006,WFR-006-02,DIE-R55C25,EQP-105,STN-03,1,0.0,25,-5,0.8498,1.2166,1.1843,46.167,149.1854,12.2509,4.1855,0.4645,2458.6,12.6922,0.8348,0.4226,2.6852,27.68,56.6034,56.7509,150.63,0.7521,0.381802,0.003231,1.226058,0.211563,31.205043,2.68,46.017815,0.051276,1.4278,0.023023,4.129452,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000027,LOT-007,WFR-007-02,DIE-R02C38,EQP-105,STN-04,1,0.0,-28,8,0.9707,1.219,1.1968,46.0426,204.2128,14.2394,4.1862,0.5005,2235.68,13.6372,0.8014,0.4252,3.5482,26.19,58.0934,58.2622,150.99,0.7185,0.410582,0.004435,1.261732,0.260185,30.488415,1.19,45.838387,0.059609,2.3216,0.025985,5.348333,PASS,PROCESS_VARIATION,1,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000028,LOT-008,WFR-008-02,DIE-R09C51,EQP-105,STN-01,1,0.0,-21,21,0.9899,1.2042,1.1881,45.337,139.4401,13.2109,3.9029,0.4933,2296.97,12.7355,0.8275,0.4138,3.8136,25.88,50.2059,50.3389,148.58,0.7109,0.40965,0.003076,1.107394,0.299446,29.253061,0.88,45.19756,0.051561,2.5723,0.021857,3.60871,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000029,LOT-009,WFR-009-02,DIE-R16C04,EQP-105,STN-02,1,0.0,-14,-26,0.9843,1.1858,1.1738,45.7677,147.426,13.8183,4.9695,0.4136,2493.99,12.7631,0.8146,0.4231,2.652,37.25,64.0709,64.2674,151.59,0.7722,0.348794,0.003221,1.399915,0.207787,31.831044,12.25,45.620274,0.06867,1.4143,0.02569,5.491619,PASS,UNKNOWN_ANOMALY,1,1,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000030,LOT-010,WFR-010-02,DIE-R23C17,EQP-105,STN-03,1,0.0,-7,-13,0.4922,1.2111,1.1792,45.8821,126.4732,12.3685,3.9128,0.4506,2556.94,12.4527,0.7803,0.4231,2.437,27.27,53.134,53.2793,150.1,0.7605,0.372058,0.002756,1.158055,0.195701,31.840807,2.27,45.755627,0.048395,1.2336,0.02078,3.448924,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000031,LOT-011,WFR-011-02,DIE-R30C30,EQP-105,STN-04,1,0.0,0,0,0.0,1.2159,1.1809,44.399,125.8703,12.0589,4.0015,0.4467,2613.25,12.6769,0.8041,0.4256,2.1767,28.54,57.5511,57.7205,150.86,0.7692,0.367382,0.002835,1.296225,0.171706,33.127909,3.54,44.27313,0.048254,0.947,0.022023,3.592338,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000032,LOT-012,WFR-012-02,DIE-R37C43,EQP-105,STN-01,1,0.0,7,13,0.4922,1.2443,1.1594,44.7461,118.9625,13.3221,4.2483,0.4435,2577.52,11.6987,0.8303,0.4041,3.21,26.61,52.6452,52.8454,149.61,0.8008,0.356425,0.002659,1.176532,0.274389,30.153633,1.61,44.627137,0.056596,1.9756,0.020425,3.165592,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000033,LOT-013,WFR-013-02,DIE-R44C56,EQP-105,STN-02,1,0.0,14,26,0.9843,1.1701,1.1546,48.9674,162.5872,13.8231,4.3321,0.5145,2333.4,14.174,0.8696,0.4453,2.4236,27.46,52.9312,53.1684,152.18,0.6556,0.439706,0.00332,1.080948,0.170989,33.073612,2.46,48.804813,0.059883,1.1087,0.022684,4.464645,PASS,PROCESS_VARIATION,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000034,LOT-014,WFR-014-02,DIE-R51C09,EQP-105,STN-03,1,0.0,21,-21,0.9899,1.193,1.1729,44.9932,147.1522,12.6546,3.9031,0.4752,2242.05,12.1819,0.8758,0.4197,4.3418,27.75,44.4025,44.6606,151.78,0.7178,0.398324,0.003271,0.986871,0.356414,27.312429,2.75,44.846048,0.049392,3.0463,0.019804,4.083474,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000035,LOT-015,WFR-015-02,DIE-R58C22,EQP-105,STN-04,1,0.0,28,-8,0.9707,1.2161,1.1639,50.0072,131.1432,12.8089,4.2986,0.4862,2601.01,12.9812,0.8522,0.3992,1.6122,27.2,51.1059,51.2839,156.6,0.7299,0.399803,0.002622,1.021971,0.124195,33.764231,2.2,49.876057,0.05506,0.3608,0.019648,3.567095,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000036,LOT-016,WFR-016-02,DIE-R05C35,EQP-105,STN-01,1,0.0,-25,5,0.8498,1.208,1.1483,48.0945,150.0882,13.8568,4.1607,0.4598,2566.73,12.5175,0.8672,0.4144,1.856,27.07,58.5284,58.5942,154.13,0.7482,0.380629,0.003121,1.216946,0.148272,32.129043,2.07,47.944412,0.057654,0.5744,0.022803,4.062888,PASS,EQUIPMENT_DRIFT,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000037,LOT-017,WFR-017-02,DIE-R12C48,EQP-105,STN-02,1,0.0,-18,18,0.8485,1.1985,1.1673,45.313,152.2033,12.3031,4.1258,0.4448,2498.11,12.3175,0.8684,0.4103,2.7253,27.49,50.3354,50.5438,154.43,0.7537,0.371131,0.003359,1.110838,0.221254,30.77047,2.49,45.160797,0.05076,1.4466,0.020149,4.184069,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000038,LOT-018,WFR-018-02,DIE-R19C01,EQP-105,STN-03,1,0.0,-11,-29,1.0,1.2099,1.1775,41.6556,147.3459,12.2498,4.1535,0.479,2301.5,12.8752,0.8723,0.4226,3.7105,27.78,53.0823,53.2364,147.63,0.7309,0.3959,0.003537,1.274314,0.28819,29.632273,2.78,41.508254,0.05088,2.4156,0.023064,4.093269,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000039,LOT-019,WFR-019-02,DIE-R26C14,EQP-105,STN-04,1,0.0,-4,-16,0.5497,1.165,1.1822,44.4753,136.6353,12.9602,4.6743,0.455,2519.1,11.9243,0.8312,0.4051,2.999,28.04,54.5788,54.7168,151.07,0.71,0.390558,0.003072,1.227171,0.251503,30.038504,3.04,44.338665,0.06058,1.7627,0.021666,3.831254,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000040,LOT-020,WFR-020-02,DIE-R33C27,EQP-105,STN-01,1,0.0,3,-3,0.1414,1.2419,1.2117,45.6389,110.4533,12.181,4.3209,0.4395,2551.29,11.4322,0.8428,0.4429,3.6521,27.06,53.0545,53.1914,155.16,0.8024,0.353893,0.00242,1.162484,0.319457,29.166858,2.06,45.528447,0.052633,2.3664,0.020795,2.988866,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000041,LOT-001,WFR-001-03,DIE-R40C40,EQP-105,STN-02,1,0.0,10,10,0.4714,1.2104,1.1851,46.9233,116.1268,13.2371,4.858,0.3786,2658.55,12.0834,0.8359,0.4013,1.8814,37.44,70.7417,70.7943,149.83,0.8318,0.312789,0.002475,1.507603,0.155701,32.124323,12.44,46.807173,0.064306,0.6442,0.026609,4.347787,PASS,UNKNOWN_ANOMALY,1,1,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000042,LOT-002,WFR-002-03,DIE-R47C53,EQP-105,STN-03,1,0.0,17,23,0.9534,1.201,1.2107,43.3745,132.315,11.937,4.2529,0.4615,2425.56,12.3671,0.8323,0.4145,3.3793,28.07,49.0212,49.1593,147.93,0.7395,0.384263,0.003051,1.130185,0.273249,29.997143,3.07,43.242185,0.050767,2.1325,0.02021,3.714082,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000043,LOT-003,WFR-003-03,DIE-R54C06,EQP-105,STN-04,1,0.0,24,-24,1.0,1.1992,1.2232,44.2989,172.0401,12.1914,4.4681,0.4887,2330.14,12.4553,0.8543,0.4139,3.1738,26.52,48.1228,48.2795,151.44,0.7105,0.407522,0.003884,1.08632,0.254815,29.022593,1.52,44.12686,0.054472,1.9056,0.020652,4.562503,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000044,LOT-004,WFR-004-03,DIE-R01C19,EQP-105,STN-01,1,0.0,-29,-11,1.0,1.181,1.1525,45.182,175.5058,13.0818,4.1507,0.4867,2310.05,12.7922,0.8462,0.4215,3.5567,27.92,48.8338,49.0234,143.27,0.6943,0.412108,0.003884,1.080824,0.278037,29.550622,2.92,45.006494,0.054299,2.289,0.02114,4.900122,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000045,LOT-005,WFR-005-03,DIE-R08C32,EQP-105,STN-02,1,0.0,-22,2,0.7364,1.2109,1.1493,44.4349,148.2133,11.4587,4.2607,0.4123,2593.39,11.7937,0.8612,0.4437,2.9434,27.62,56.2779,56.4733,150.46,0.7986,0.340491,0.003336,1.266525,0.249574,30.585664,2.62,44.286687,0.048822,1.6385,0.021701,4.093651,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000046,LOT-006,WFR-006-03,DIE-R15C45,EQP-105,STN-03,1,0.0,-15,15,0.7071,1.1589,1.1444,43.4227,131.8928,13.0811,4.2222,0.4364,2594.35,12.3533,0.8882,0.419,2.196,27.4,53.7915,53.9014,147.17,0.7225,0.376564,0.003037,1.238788,0.177766,32.048784,2.4,43.290807,0.055231,0.8888,0.020734,3.613863,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000047,LOT-007,WFR-007-03,DIE-R22C58,EQP-105,STN-04,1,0.0,-8,28,0.9707,1.2253,1.2177,45.4301,154.3536,12.8662,3.8247,0.443,2536.36,12.4031,0.9084,0.4079,2.5864,25.93,54.0062,54.1804,149.94,0.7823,0.361544,0.003398,1.188776,0.208529,31.458727,0.93,45.275746,0.049209,1.2701,0.021293,4.002389,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000048,LOT-008,WFR-008-03,DIE-R29C11,EQP-105,STN-01,1,0.0,-1,-19,0.6342,1.2035,1.1205,46.1278,105.4024,15.3647,4.0941,0.4784,2504.21,14.1272,0.9302,0.4206,0.713,27.62,56.7649,56.8114,151.4,0.7251,0.397507,0.002285,1.230601,0.05047,35.377476,2.62,46.022398,0.062905,-0.6378,0.022668,2.911214,FAIL,EQUIPMENT_DRIFT,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000049,LOT-009,WFR-009-03,DIE-R36C24,EQP-105,STN-02,1,0.0,6,-6,0.2828,1.1994,1.2007,44.2124,143.2519,13.1057,4.295,0.4492,2511.37,12.2751,0.8646,0.4371,2.616,27.42,52.474,52.6892,153.52,0.7502,0.374521,0.00324,1.186862,0.213114,30.827318,2.42,44.069148,0.056289,1.3143,0.020895,3.927967,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000050,LOT-010,WFR-010-03,DIE-R43C37,EQP-105,STN-03,1,0.0,13,7,0.4922,1.1782,1.1874,42.3552,129.3329,13.1687,3.7747,0.4361,2539.25,11.4829,0.8513,0.4174,3.3531,26.02,53.0542,53.2278,150.77,0.7421,0.370141,0.003054,1.252602,0.292008,29.157954,1.02,42.225867,0.049708,2.0844,0.020894,3.365242,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000051,LOT-011,WFR-011-03,DIE-R50C50,EQP-105,STN-04,1,0.0,20,20,0.9428,1.2375,1.1997,48.9635,148.7278,11.2338,4.2554,0.4738,2511.89,12.1433,0.8581,0.4251,2.7005,26.19,55.4755,55.6517,155.82,0.7637,0.382869,0.003038,1.132997,0.222386,30.502634,1.19,48.814772,0.047804,1.4173,0.022085,3.895181,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000052,LOT-012,WFR-012-03,DIE-R57C03,EQP-105,STN-01,1,0.0,27,-27,1.0,1.2262,1.1935,45.0389,167.9312,13.3544,4.0534,0.4828,2493.79,13.3942,0.8559,0.4021,2.3277,27.62,53.8209,54.05,152.42,0.7434,0.393737,0.003729,1.194987,0.173784,33.402322,2.62,44.870969,0.054131,1.0697,0.021582,4.63826,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000053,LOT-013,WFR-013-03,DIE-R04C16,EQP-105,STN-02,1,0.0,-26,-14,0.9843,1.1861,1.222,48.7216,148.4512,13.0018,4.2515,0.4753,2473.71,12.9979,0.8903,0.4276,2.2308,27.8,55.9999,56.1821,140.24,0.7108,0.400725,0.003047,1.149385,0.171628,32.153035,2.8,48.573149,0.055277,0.9129,0.022638,4.126943,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000054,LOT-014,WFR-014-03,DIE-R11C29,EQP-105,STN-03,1,0.0,-19,-1,0.6342,1.2007,1.1624,42.744,121.168,13.6673,4.0727,0.4615,2415.16,11.9508,0.8809,0.4273,3.4814,26.4,49.4606,49.5878,146.69,0.7392,0.384359,0.002835,1.157136,0.291311,28.863094,1.4,42.622832,0.055663,2.1732,0.020479,3.198835,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000055,LOT-015,WFR-015-03,DIE-R18C42,EQP-105,STN-04,1,0.0,-12,12,0.5657,1.2139,1.1805,48.0003,97.0729,13.6858,4.2447,0.4622,2599.85,12.7628,0.8627,0.4044,1.5495,27.38,55.7231,55.7995,152.93,0.7517,0.380756,0.002022,1.160891,0.121408,33.181366,2.38,47.903227,0.058092,0.2824,0.021433,2.657856,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
